ID_unique,mois_dv,PT,DEMO8,Q1_C1,Q1_C2,Q1_C3,Q1_C4,Q1_C5,Q1_C6,organique_dv,Q3_dv,Q4_dv,Q4A_dv,Q5_dv,Q5A_dv,Q5B_dv,Q5C_dv,Q5D_dv,Q5E_dv,Q5F_dv,Q5G_dv,Q5G_O,Q6,Q7,Q8_dv,Q8A_dv,Q9,Q10,Q11_dv,Q11A_dv,Q11B_dv,Q11C_dv,Q11D_dv,Q12,Q13,Q14,Q15,Q16,Q17_dv,Q17A_dv,Q17B_dv,Q17C_dv,herbesfraiches_dv,Q18,Q19,Q20,Q21,Q21_O,Q22_dv,Q22A_dv,Q22B_dv,Q22C_dv,Q23_dv,Q23A_dv,Q23B_dv,Q23C_dv,Q24_dv,Q24A_dv,Q24B_dv,Q25_dv,Q25A_dv,Q25B_dv,melon_dv,Q26_dv,Q26A_dv,Q26B_dv,Q27_dv,Q27A_dv,Q27B_dv,Q28_dv,Q28A_dv,Q28B_dv,Q29_dv,Q29A_dv,Q29B_dv,Q30_dv,Q30A_dv,Q30B_dv,baies_dv,Q31_dv,Q31A_dv,Q31B_dv,Q31C_dv,Q32_dv,Q32A_dv,Q32B_dv,Q32C_dv,Q33_dv,Q33A_dv,Q33B_dv,Q33C_dv,Q34_dv,Q34A_dv,Q34B_dv,Q34C_dv,Q35_dv,Q35A_dv,Q35B_dv,Q35C_dv,Q36,Q37,Q38,Q39_dv,Q39A_dv,Q39B_dv,Q39C_dv,Q39D_dv,Q39E_dv,Q39F_dv,Q39G_dv,Q39H_dv,Q39I_dv,Q39J_dv,Q39K_dv,graines_dv,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47_dv,Q47A_dv,Q47AI_dv,Q47B_dv,Q47BI_dv,Q47C_dv,Q47D_dv,Q47E_dv,Q47F_dv,Q47G_dv,Q47H_dv,Q48_dv,Q48A_dv,Q48B_dv,Q48C_dv,Q48D_dv,Q49_dv,Q49A_dv,Q49AI_dv,Q49AB_dv,Q49ABI_dv,Q49B_dv,Q49C_dv,Q49D_dv,Q49E_dv,Q49F_dv,Q50_dv,Q50A_dv,Q50B_dv,Q50C_dv,Q50D_dv,Q51,Q52_dv,Q52A_dv,Q52B_dv,Q52C_dv,Q52D_dv,Q52E_dv,Q52E_O,Q53,Q54,Q55_dv,Q55A_dv,Q55AI_dv,Q55B_dv,Q55B_O,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q68_O,Q69_dv,Q69A_dv,Q69AI_dv,Q69AII_dv,Q69B_dv,Q69BI_dv,Q69BII_dv,Q69BIII_dv,Q69BIV_dv,Q69BIV_1_dv,Q70_dv,Q70A_dv,Q71,Q72,Q73,Q74,Q75_dv,Q75A_dv,Q75B_dv,Q75C_dv,Q75D_dv,Q75E_dv,Q76,Q77,Q78,Q79,Q80,Q81_dv,Q81A_dv,Q81B_dv,Q82,Q83_dv,Q83A_dv,Q83B_dv,Q83C_dv,Q84,Q85,Q86_dv,Q86A_dv,Q86B_dv,Q86C_dv,Q86D_dv,Q87_dv,Q87D_O,N1,N2,N3_dv,N4_dv,N5_dv,N6_dv,N7_dv,N8_dv,N9_dv,N10_dv,N11_dv,N12_dv,N13_dv,N14_dv,N15_dv,N16_dv,N17_dv,N18_dv,N19_dv,N20_dv,N21_dv,N22_dv,N23_dv,N24_dv,N25_dv,N26_dv,N27_dv,N28_dv,N29_dv,N30_dv,N31_dv,N32_dv,N33_dv,N34_dv,N35_dv,N36_dv,N37_dv,N38_dv,N39_dv,N40_dv,N41_dv,N42_dv,N43_dv,N44_dv,Q88,O_Q88,Q89,Q90_C1,Q90_C2,Q90_C3,Q90_C4,Q90_C5,Q90_C6,Q90_C7,O_Q90_C7,Q90_C8,Q91,Q92,Q93_dv,Q94,Q95_dv,Q96_dv,Q97_dv,Q98_dv,Q99_dv,Q100_dv,Q101_dv,Q102_dv,Q103A_dv,Q103_dv,Q104_dv,Q105_dv,Q106_dv,Q107_dv,Q108_dv,Q109_dv,Q110_dv,Q111_dv,Q112_dv,Q113,Q114,Ethnicite,Education,Revenu,Procuration,Rural_dv,Proj_weight_non_traveller_dv,Langue,DEMO6B_dv,Genre_dv,groupe_age_dv,TYPE_dv,Methode_dv
7090,5,6,2,0,0,0,0,1,0,,,1,2,2,2,2,2,2,2,2,2,,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0,0,0,1,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,1,,2,727,2,1,1,10,2,1
7091,11,5,2,0,0,0,0,1,0,1,,2,2,1,2,1,2,2,1,1,1,chou rouge,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,,2,1,2,2,2,2,,2,2,2,2,2,2,1,2,1,5,1,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,0,0,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,4,2,,2,378,1,1,2,11,2,1
7092,9,5,2,0,0,0,0,1,0,2,,1,1,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,1,5,1,2,2,,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,1,0,0,0,,0,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,7,1,1,,2,1053,1,,2,10,2,2
7093,11,7,2,0,0,0,0,1,0,1,,1,2,1,,1,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,2,2,1,,,,1,2,2,2,1,romarin,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,,1,1,2,1,1,1,2,2,1,1,2,,1,1,2,,,,,,,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,,1,,,,,,,,2,2,2,2,2,1,1,,,,,,,,,2,2,2,2,2,2,1,1,2,1,2,1,bologne,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,2,2,,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,,1,,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,0,0,1,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,4,1,,2,810,1,,2,9,1,1
7094,4,4,2,0,0,0,0,1,0,1,,1,1,1,,1,1,1,,,,,,,,,,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,,,,1,1,,1,1,,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,,2,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,,2,1,2,2,2,2,2,2,,,,2,2,,1,1,2,2,1,2,2,2,2,2,1,2,1,,1,2,1,,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,1,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,4,2,,1,488,1,2,2,10,1,1
7095,12,1,2,0,1,0,0,0,0,1,,2,2,1,2,2,1,1,1,1,2,,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,2,2,,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,1,0,0,0,0,0,,0,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,5,3,,1,463,1,1,2,10,1,1
7096,8,10,2,0,0,0,0,1,0,1,,1,1,1,,1,1,1,,,,,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,menthe,2,2,2,2,2,2,2,2,2,2,2,1,1,,1,2,2,2,2,2,2,1,1,,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,,2,2,2,2,2,2,,2,2,2,1,2,2,1,2,1,5,1,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,1,0,0,0,,0,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,5,3,,2,280,1,1,3,7,1,1
7097,3,1,2,0,0,0,0,1,0,1,,1,1,1,2,1,1,1,1,2,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,"aneth, romarin, thym",2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,,,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,1,2,2,1,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,2,2,,1,1,2,2,1,1,2,1,1,,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,1,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,,,,1,588,1,2,2,,1,1
7098,10,5,2,0,0,0,0,1,0,1,,1,2,1,2,2,1,2,1,2,2,,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,2,1,2,2,2,2,5,1,1,2,,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,0,0,0,0,,0,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,7,4,1,,2,1449,1,2,2,11,2,1
7099,8,1,2,0,0,0,0,1,0,1,,1,1,1,,,1,1,,,,,1,2,2,2,2,1,1,,1,,,1,1,2,2,1,1,2,1,1,1,1,1,2,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,2,2,,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,1,0,0,0,,0,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,7,2,3,,2,1264,1,2,1,9,1,1
7100,6,6,2,0,0,0,0,1,0,1,,1,1,1,1,,1,,,,2,,1,2,2,2,2,2,1,1,1,,,1,1,2,1,1,1,1,1,1,1,2,2,1,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,,,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,5,5,1,2,2,,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,0,0,0,1,eau filtrée - source inconnue,0,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,7,5,4,,2,925,2,2,2,9,1,1
7101,12,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,2,,2,,1,,1,7,2,2
7102,2,11,2,0,0,0,0,1,0,1,,1,1,1,2,1,1,2,1,2,1,pak-choï,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,"origan, romarin",1,2,1,1,2,2,2,2,2,2,2,1,1,,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,,1,1,2,,1,2,1,,2,2,2,2,1,1,,,1,1,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,,1,"prosciutto, salami",2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,,,,1,1,1,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,2,2,2,2,2,2,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,,2,2,,2,,,,,1,,1,1,0,0,0,0,0,0,,0,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,7,4,3,,2,84,1,2,2,10,1,1
7103,12,1,2,0,0,0,0,1,0,1,,1,1,1,1,1,1,2,2,2,2,,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,salami,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,2,2,,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,0,0,0,0,,0,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,7,4,4,,2,9313,1,,2,7,2,2
7104,6,4,2,0,0,0,0,1,0,1,,2,2,1,1,1,2,2,2,2,2,,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,,2,2,2,2,2,2,,2,2,2,2,1,1,2,2,2,5,1,2,2,,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,1,0,0,0,,0,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,4,,,1,3554,1,4,1,8,1,1
7105,12,4,2,0,0,0,0,1,0,2,,2,2,1,2,1,2,2,1,2,2,,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,1,,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,0,0,0,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,1,,2,309,1,1,2,11,2,1
7106,8,5,2,0,0,0,0,1,0,2,,2,2,1,2,1,2,2,2,2,2,,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,,1,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,2,2,,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,1,0,0,0,,0,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,7,5,4,,2,8818,1,,2,8,2,2
7107,9,6,2,0,0,0,0,1,0,1,,1,2,1,2,1,2,2,2,2,2,,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,1,1,menthe,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,2,2,,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,0,0,0,0,,0,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,7,5,4,,2,2141,2,3,1,9,1,1
7108,6,5,2,0,0,0,0,1,0,1,,1,1,1,,1,1,1,,1,,,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,menthe,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,,,,2,2,,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,1,0,0,0,,0,2,2,1,2,,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,7,5,1,,2,1186,1,1,2,9,1,1
7109,4,2,2,0,0,0,0,1,0,1,,1,1,1,2,1,2,1,2,2,2,,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,1,1,1,1,2,4,5,1,2,1,wapiti,1,1,1,2,1,,,,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,0,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,5,4,,2,9313,1,4,1,6,1,1
